user_id,group
fc4a29464f,B
fc4de4ac5a,A
fc4e917ac4,A
fc51ae5fa1,A
fc5579caee,B
fc55af5125,A
fc55ff165a,A
fc582fd256,B
fc5e97c597,B
fc6139fac0,B
fc6a4d5127,A
fc6f1f6123,A
fc6f620316,A
fc6f938206,B
fc70eba692,A
fc7392b055,A
fc76330d87,B
fc7db1fdf8,B
fc7dbf6429,B
fc7f13f333,A
fc80277065,A
fc80a1c886,B
fc85827545,A
fc8c3473bd,A
fc8d1d268b,A
fc9cd263ca,B
fc9cf0f5a6,B
fc9ebc67af,B
fc9ff8e137,B
fca2f921cd,A
fca4e5e63a,B
fca5804a87,B
fcaecb18cf,A
fcb07aaf24,B
fcb504046f,B
fcb95bd09c,B
fcbe27f866,B
fcc164d5e5,B
fcc3d08cf9,B
fcd1c69ec0,B
fcd2a49d81,B
fcd3cadeef,B
fcd7c385a1,A
fcec214ce8,A
fcee0d0bf8,B
fcf65e699d,B
fd02c39a06,A
fd04735e8a,A
fd07fdbca5,A
fd098feee2,A
fd0dd42243,B
fd154a364b,B
fd18d09ad8,A
fd19468137,A
fd1968e4de,A
fd1fc780ec,A
fd21bfaf38,B
fd21f0e18d,A
fd2beb946f,A
fd2de70f6e,A
fd2e96de0c,B
fd3812c0ec,B
fd38a309d0,A
fd3a6fa524,A
fd4c5a0128,A
fd5093d3d1,A
fd50b718e3,B
fd5143199c,B
fd596afac8,A
fd5ad6a077,B
fd5ba6d103,A
fd66a46579,A
fd670a60e7,A
fd69d0ed53,A
fd6d354b2a,A
fd82792daa,B
fd840cc410,B
fd84c1c067,A
fd915dc063,B
fda0b390f2,A
fda44a4598,A
fda9d90174,B
fdb3748871,B
fdb4ec3add,A
fdb83951c2,A
fdbee8eb11,A
fdc874767c,A
fdcabee219,A
fdcca6a44c,B
fdce2e7184,A
fdd1439365,B
fde10ea85b,A
fde6a5899c,B
fde97f677d,A
fdebe9739b,A
fdf5d819b6,B
fdf88b9641,B
fdf8e59ce3,A
fe00778b9f,A
fe028415dc,A
fe036db63f,A
fe0c2ae672,B
fe116b86f2,A
fe1375e4ba,B
fe1e90b55c,B
fe2f6ab36a,B
fe31e4586f,A
fe35a68366,B
fe3660b875,A
fe368a8e42,B
fe3df41428,A
fe493003a6,B
fe499ea65d,B
fe4c1bd683,B
fe4d68740f,A
fe4d88689e,A
fe4d933331,B
fe4e5e2094,B
fe50ec7ed2,A
fe573e594e,A
fe5a6aefa9,B
fe5a8674ef,B
fe5d771ec8,A
fe5e646068,A
fe610fd980,A
fe6212ff21,A
fe6223bd7a,A
fe62dbb909,A
fe64ab0b26,B
fe64f29299,A
fe65641f5e,A
fe6769a3c4,B
fe729e2e41,B
fe74059d26,B
fe7484099a,B
fe767ac9a4,A
fe79d36d53,A
fe7a163921,B
fe7b1410df,A
fe7d8b25f6,B
fe847a5d4d,B
fe879504fc,A
fe8b89c2a4,B
fe90e08ba5,B
fe9358e470,A
fe93e285a6,A
fe963de9da,B
fe9864cc25,A
fea1b10afe,A
fea68093a2,B
fea6e777cc,B
feaa56f884,B
feac90eb4c,A
feb1d3a00f,A
fec15afae1,A
fec6f876ae,B
feccebe771,A
fecdd62df3,A
fee3b40719,A
feeacfed4e,B
fef5de30ac,B
fef9b30647,B
ff0421367d,A
ff053576ca,A
ff096c8bd7,B
ff0c7b66bb,A
ff18042db0,B
ff18073f6f,A
ff1913cf5d,B
ff1a224d0a,B
ff1c4b72e6,B
ff2125afbf,B
ff280d7f2b,A
ff2ba4167e,B
ff31b64f26,B
ff33aded48,B
ff34398c6f,A
ff36b69377,B
ff37427d2c,A
ff3763edf6,B
ff3a58ccf1,B
ff3f1c9f30,B
ff401909e1,A
ff4050857d,A
ff52926a9b,B
ff542c14f6,B
ff55ae1c19,B
ff5679bbf5,B
ff570df139,A
ff59fb283a,B
ff5ffe72ff,A
ff628d973f,B
ff64039e22,A
ff666c9e79,A
ff6d804c2a,B
ff6f5d73f9,B
ff772d24e6,B
ff7b36a975,B
ff811e0d38,A
ff81a244d4,A
ff81d2d21a,A
ff8670053a,B
ff88c83b3d,B
ff8a9ee6a6,A
ff8cbb1f8f,B
ff90abd800,B
ff91ac8e3b,B
ff9283cff4,A
ff92e7da8f,A
ff97b646d4,A
ff981953d5,B
ff99c5223d,B
ffa04f8f25,A
ffa0c27c40,A
ffa9127a3c,B
ffb608fc79,B
ffc0886c4b,A
ffc3f9b752,A
ffc8611c2e,B
ffd8c5a45d,B
ffd97daa61,B
ffd9f239fb,A
ffdd7cdfa9,A
ffe7d4cfba,B
ffefc0f897,B
ffefd9d575,B
fff5047069,A
fff50cba0a,A
fff7b5d471,A
0000140c19,B
0000f41f31,A
0001472181,B
00019b9b69,A
00034eea20,A
000418e9ff,A
00068b450d,B
0006b51d9e,B
0006d196af,B
0007283676,A
00077cb0aa,A
0008c40446,B
00092d8005,A
0009497a59,B
0009e62eac,A
000b1c9c8d,B
000c48af07,A
000d175485,A
000d5465b3,B
000d9ff9f3,A
000dc4e360,B
000e90f402,B
000ec6a2f9,A
000fa6bb6f,B
000fd5c293,A
00100ba8b5,A
0012d9d702,A
0012e0b524,A
0013057ec0,B
0013573977,A
0013abdcd9,B
00159d7e3e,A
0016322e04,B
0017c1e637,A
0017d162a9,B
0017db7754,A
00194d017e,B
001a36e50d,A
001ab686b3,B
001b71c004,A
001c85a193,A
001d8481df,A
001df48c46,A
001e9a6e00,B
001fa73c6d,A
00203769c5,B
00205620ba,A
0020895375,B
00209bb8ae,B
0021bcccec,A
002253cd8a,B
00230345eb,A
0023ceaf00,A
0024cce1fd,A
00259a929f,B
00262428eb,A
00263cbe10,B
0026a98369,A
0028a9b1fb,B
0028b02143,A
00296922d1,B
0029a9f4b6,A
002a923493,B
002c7d7505,A
002ebc2ce2,B
002f767c71,B
0030339437,A
0030f93186,B
0033735a62,B
0033852dfa,B
0033d5b524,B
00342036ac,A
0034dfbe35,A
003508a295,A
00356c187c,B
00365be307,A
0037238008,B
00384ef7bd,A
00394eb42e,B
003d2a3f99,B
003d519814,A
003d51ba52,B
003f193982,A
00415bb4bc,A
0041e98631,B
00432b24e7,A
0043fe62b5,A
0044e0f030,A
00450e5604,B
00456a306c,A
0045c086f4,B
0046410f41,B
0046c07c09,A
0049f24383,B
004a58942c,B
004ac0b1eb,A
004c5b8586,A
004d6aa007,A
004e4c56b1,A
004e9617a1,B
004f2b50da,A
004fc0856d,B
00503058dd,B
00505f0693,A
00510afca9,A
005469606c,B
005630aa1c,A
0056d1ea0f,B
0056eed6f2,B
0056f5ba27,B
0057d8be3b,A
0057dcebaf,A
0058d8bcfd,B
005a9352eb,B
005b690373,B
005c6b7c13,B
005c6fdfc2,A
005cbb1777,B
005cffb967,A
005d853646,A
005f105dc3,A
006134d63a,A
0062f9b9ff,A
0063521487,B
0063ceff0e,B
00641b93ed,B
0064e9f934,A
006503f1ee,B
006522af50,A
0065a569da,B
0066160620,A
0066b79e5e,B
006749d5b8,B
00676dcade,B
006776c174,B
00685fa3f8,A
006916c3fa,A
006a142933,B
006b5a7626,B
006bb38bda,A
006dc6cab8,A
006ed388b2,B
006f572f99,A
007000ed18,B
0070297273,A
0070d5306c,B
00726e93f8,A
0072a630f2,B
00733814d5,A
00733b642a,A
00734a38f0,B
00741527d1,B
00743382c0,B
0074902810,B
0075b9c92d,B
0076251385,B
00776ef410,B
007808d664,B
007b835a4b,A
007ce0f2d0,B
007ec039ae,B
007ed25dfc,B
007f4e02b9,A
007f98808b,A
00800064b1,B
00804b1331,A
00807abe3c,A
0080d14b4d,A
008181c1ba,B
0081b19cc1,A
00822ba37f,A
00832c6832,A
0083b16885,A
0083d6e0ca,B
008452a348,A
0085fffd24,A
008619feda,B
0087c484b1,B
0088520097,B
0088595426,A
008b5fcead,B
008c04f073,A
008c8e44f0,A
008db07452,A
008e5b5eb4,B
00915947e8,B
00916edd5d,A
0091cdcb30,A
009210051f,A
00924c6d29,A
0092f5384b,A
0093b38123,A
00947066e4,B
0094859a75,A
0096587e4f,B
009706076c,B
009739d11c,A
0097b6fabf,B
0098250dd4,B
009852994f,B
0098b6b772,B
00997e5224,A
0099e302a7,A
009a174bc1,B
009a8f5c62,A
009b26f0e1,A
009cd8095b,B
009cde5224,B
009d5fc6e2,B
009f14eb08,A
009f864833,A
00a07185d7,B
00a07be562,B
00a0cdc3cd,A
00a1651fc1,A
00a1ffb385,B
00a26250f7,A
00a4093701,B
00a42275d1,A
00a47fd333,A
00a4c351fd,A
00a585ee38,B
00a5de0e77,B
00a63e3665,B
00a821c79e,B
00a8ec8dfb,B
00a8f650c4,A
00aa93f5fc,B
00ab7e318f,A
00abc3baba,B
00ad7fe9fa,A
00aebebec2,A
00af5eb9eb,B
00b0f25c9c,A
00b16989f2,B
00b1cdd1e0,B
00b22cd217,A
00b291e851,B
00b34fc197,B
00b39c9184,A
00b46754c8,B
00b4f1c2b2,A
00b5f8115a,A
00b7550d31,A
00b76e01ee,A
00b8d90aaa,B
00b93fd397,B
00ba2b5ebc,A
00baa24b7a,A
00bb436ed4,A
00bb6a1284,B
00bbc8e20c,B
00bcc217c8,B
00bd486370,A
00be58bbcc,A
00c0e2f81c,A
00c184a2f5,A
00c1e337de,A
00c2138241,B
00c278ee21,A
00c2cf072f,A
00c5674744,B
00c744027d,A
00c89e7568,B
00cc2de6c0,B
00cc41a381,B
00ccf418ff,B
00d0341c1a,A
00d037709b,B
00d0859c01,A
00d0b44e96,B
00d0bc03c4,A
00d0ced75b,B
00d1b9ffd0,B
00d233fd55,A
00d256827d,A
00d40579ed,A
00d471fd02,B
00d48b955e,A
00d4f9a626,A
00d6686676,A
00d6a49d23,B
00d73abacd,B
00d7585931,B
00d7600fd4,B
00d772dc8b,A
00d8988488,B
00d9d8a66f,B
00dad5e69f,A
00db0114cf,B
00db0c4720,B
00dbc3077b,A
00dc148289,B
00dc7563d1,B
00dd7edd3d,B
00de9ab903,A
00df3818f6,A
00df3f8a43,B
00df6c1469,B
00df8fc850,B
00e0d9126b,B
00e1250c00,B
00e14a00f2,B
00e1807c9d,B
00e1b374f7,A
00e38703b2,B
00e4fd2a56,B
00e5229450,B
00e6c994e7,A
00e6cbea93,A
00e706482b,A
00e7404f4c,A
00e7a9fb41,B
00e84db505,B
00e8f94da2,A
00ea8d57a2,B
00ead1c17c,A
00eb1a7cae,B
00eb4b7b8a,A
00eb7e8740,B
00ec6a8c42,B
00ed2360f7,A
00ed290ffd,B
00ed4a266a,A
00ee3966bd,A
00ee8dc82d,A
00eea095b6,A
00ef044373,A
00ef556188,B
00f05b86d8,B
00f0853e89,A
00f25e5e8f,A
00f3fe9c86,B
00f3ff18c2,A
00f4a4988f,B
00f4cf8a46,B
00f50f5e13,A
00f6170d22,B
00f63a5c10,A
00f8118707,B
00f893bd7a,B
00f9ced337,B
00fa878cde,B
00fb220fcf,A
00fe12649e,B
00ff33ac18,A
00ff604114,B
00ffc1251d,A
00ffffc6a7,B
010027dce3,B
01004230fc,A
0101d1dca0,B
0102571ccc,B
010266e587,B
0102a48ea7,B
010377f22b,A
010510b1da,A
0105375922,B
01068b01b3,B
0106d86328,B
010811557e,A
01088baa11,A
0108e6a7bc,B
01090f8058,A
0109c5cb0c,A
010a65aad6,B
010ab0950b,B
010b5ad8e0,B
010be611fb,B
010d1a783a,A
010db14b2e,A
010dc9ec8a,A
010df034ae,A
010e979f61,B
010f0806aa,A
010f4417b8,B
0111ea9ff2,A
0112be09b3,A
01139229a5,A
01147a6535,B
0114afd04a,B
0114ee64f2,A
01155676fb,B
0116499ee0,A
01169d441f,B
0116de3195,B
0118ab557d,B
0119632e48,A
011b41f7b1,B
011b47477d,B
011b6d0bfd,B
011b6e1737,A
011bb03e49,A
011d9263d0,A
011d94e413,B
011edd5bf0,B
011eeca3f7,B
011ef053f1,B
011fdf93b3,A
012078671f,B
0120ebca86,B
01215da165,B
012217015e,B
0122711528,B
0122e2345f,A
0124805ea1,A
0124d14b8b,A
01253c47c5,B
01259773d5,B
0125af2846,A
01261b5b6b,B
0126d9e038,A
012740e106,A
0127abf0c1,B
0128392c9a,B
012a342d56,A
012c2df52f,A
012c3c5f50,B
012cf509dc,B
012d393edc,B
012d8b7745,A
012ed0cb28,B
013090be37,A
0130988a9b,A
013105ee1c,B
01311a231c,A
01326b0e73,A
013411cecb,A
013596a240,A
013639520d,A
01366998d4,B
01370e27fc,B
013841dfb6,A
0139e0ae96,B
013af34385,B
013b0b2f33,B
013b8e37c6,B
013b925492,A
013c4ab21c,A
013c630d2e,B
013cf49450,B
013d647152,B
013db6e616,A
013f04488e,A
013f50bb94,A
013ff718b0,A
014315f02c,B
01437dfab2,B
014395e145,B
0143e28ed5,A
01449e3e13,B
01455abd7d,B
014616e418,B
01467896ee,B
0147b2b354,A
0147d5e1ac,A
014867bded,A
0148e0d611,A
01496da5a0,B
014a8dc703,B
014aa3874d,B
014ade15cb,A
014d9f7473,B
014e641a19,A
014e9592b4,B
014e9d9467,B
014ef17146,A
014f669e14,A
014faaca5e,B
014fe73c36,A
0151632385,B
0151dcd097,B
0151e8461c,A
0151f8cc73,A
0152024539,B
01522fb41c,A
0152c12b71,A
01548556d9,A
0155955976,B
0155c663df,A
0155eecbb7,A
015b411cba,A
015c029f79,B
015d2e5c69,A
015db20dfd,A
015de36a78,A
015eebc153,A
015f300119,A
015f681c6b,A
015f80f0b0,B
015f9776bc,A
0160880822,B
01610304de,A
01618c4f08,B
01622d4620,A
01627992aa,A
01627e7341,B
0164eb64df,B
0166641701,A
0168afa605,B
0168bbec21,A
0169115eb9,A
016960dbc0,A
0169c7f6dc,B
0169c84c35,A
016c825a04,B
016ca947e1,A
016e089ba7,A
016e27f5c1,B
016e703deb,B
016f06a07e,B
016f36afd8,A
016fb932a8,B
0170061b5e,A
01721577cf,A
01742e7e2d,A
017470067a,A
01747d5831,B
0174fdf0fc,B
01757f7553,B
0175c5cea3,A
0175f86f04,B
017684f814,B
01769efa30,B
0176aaffbe,B
0176c7a101,A
01772a3481,A
01780517ab,A
01786c24bd,B
0179be694b,B
017a2ddfcb,A
017d0f408f,B
017d3e4037,A
017d9e2d4c,B
017e0f60d5,B
01801391ed,A
0181bb8963,A
0182ce7563,A
01844d624d,A
0186888ee5,B
01869a8e82,A
0186d1d04e,A
0187d2c730,A
01880c2505,B
0188535050,A
018a9e5ad3,A
018ad1d06f,B
018b486b98,B
018bca926f,A
018c1b5dc5,B
018c65b796,A
018d27c9c3,A
018d9b7215,B
018eb25c16,B
018f423fae,B
018fd474c2,B
0191097684,A
01916ba713,A
0191c707e6,A
0192806c44,B
0192a2b726,A
0192fe16ca,A
01934efc02,B
0193fdcb15,B
0194f50db5,B
0195c43b5c,B
0196621de0,A
0196a22420,B
0196f08a32,A
0198204cf1,A
0198548d12,B
019874246e,B
0198a06980,A
0198d3942d,A
0199da4384,B
0199e5816c,B
0199f52d1e,A
019a1cf94c,B
019a5cecdb,A
019c5c6e57,A
019d10ad45,B
019d4333f9,A
019d5f7396,A
019da3ec01,B
019e5191ac,B
01a09e5302,A
01a1d0917f,B
01a3bdbb28,A
01a4ceb4cb,B
01a4d6c32c,A
01a52e11d2,B
01a5ab5b17,B
01a5d371be,A
01a5d54118,A
01a63eaf75,A
01a7787092,B
01a7aaa276,A
01a7d416dd,A
01a858f762,B
01a8614338,B
01a8b02dda,A
01a942924a,A
01a983aafa,A
01aa21e991,B
01aa43a82a,B
01aae05905,B
01abe8149b,B
01ad187f02,B
01ad60592d,A
01ad9fd6e7,B
01adfe2f6c,A
01aed3797a,B
01b05209be,A
01b0543199,B
01b0f89db5,A
01b0fb43c7,B
01b189a295,B
01b1b154c6,A
01b2fdba93,B
01b32ffcb7,A
01b3dd0239,B
01b4915f7b,B
01b5480bfc,A
01b5faf8cf,B
01b683c379,B
01b7ddb934,B
01b7f4315d,B
01b82f61cf,A
01b8fa6c83,B
01b99a64fe,A
01ba6db664,A
01ba74bdc5,A
01baa061fd,A
01bcd715cd,A
01bd4c48d4,A
01bda147c7,B
01be8f2e03,A
01bf46db3e,B
01bf7f3f3d,B
01bfa4b8c9,B
01c1976548,A
01c24a54c3,B
01c3006786,B
01c30ea91d,A
01c3a62dde,B
01c42086c8,B
01c444b291,B
01c493ec9d,B
01c6156a62,A
01c62b2735,B
01c78876dd,B
01c7ce5947,B
01c7e58790,B
01c89b4bd7,B
01c9fc8a0b,A
01ca566123,A
01cbc8a590,A
01cbf0bf52,B
01cc0c20ad,B
01cd618351,A
01cdfe56ca,A
01ce313f78,A
01ceed1ed5,B
01cfeb3d83,A
01d1c63e8d,A
01d5c043bc,B
01d62f2698,B
01d66d7ea8,B
01d6b22b8a,B
01d6d55c86,B
01d787a21e,A
01d8f69b5d,B
01da0ea571,A
01da91fd3f,B
01da9a0e2b,B
01db5746a4,B
01dbb0b896,A
01dc08b6aa,A
01de2406ba,B
01deb71c50,B
01df389b91,A
01e17d60c1,B
01e18621bf,A
01e1b317f6,A
01e2ae2a1b,A
01e2b62eae,B
01e45b435c,B
01e54d3cac,B
01e5f0b0e7,B
01e630bdbb,A
01e635fca7,A
01e6a8b9a8,A
01e7823b41,A
01e78c1528,B
01e83c140f,A
01e872611c,A
01e8a60ce4,A
01e9ea1fe1,B
01eb14b982,A
01eb85423d,B
01ec69b4a6,A
01ee554fed,B
01ee867911,B
01eeb67506,A
01eeb75390,A
01eed1303c,B
01f101ee9b,B
01f1e5621e,B
01f26efb6a,B
01f2e2896e,A
01f39982d0,A
01f3b0516a,B
01f41da3bb,B
01f435536e,B
01f56cb9de,A
01f6f4ec5b,A
01f7947279,A
01f853e829,A
01f8853315,B
01faeca1d3,B
01fc2d40fa,B
01fcb0c802,B
01fe7ab688,B
01ff77d4cb,A
0201fa5d0f,A
020311bd45,B
02067ada7d,B
02069c9fd8,A
0206df67f9,A
0207bbaed3,A
0207c8e729,A
0208040f64,B
02085d73e7,B
0208b2777e,A
02096e0586,B
0209f2ecd4,B
020aeff2cf,A
020bb03a8f,B
020c008cd3,B
020c9bafca,A
020e83dbfd,B
020f37cf27,A
020f4307cd,B
0210409c71,B
0210513826,B
02108832fe,B
0210fc1840,B
02110494ac,B
0212781b21,B
02128b0ffe,B
0212de2a31,A
02132dc77e,A
0213787d2b,A
02144ff62e,B
0214f6d9e0,B
02164ea060,A
02164f4835,A
0216a26e3a,B
0216b57dab,B
0219085f0c,B
021aaf2b02,A
021acf9bd6,B
021dc955ff,A
021e7ac33a,A
021fd457e2,A
0220ac5a30,B
0221da1fac,B
0222d4e723,A
02239b402c,A
0223cc19d5,B
02248d50f3,B
02249d728e,A
02251667d6,B
0225b55aac,A
0225dc8c89,B
0226192703,B
02262feddf,B
0226853b25,A
0226cdfffc,B
022716f339,B
0227dd8ee3,A
02280eaed3,B
02287290e3,B
022a843168,A
022c688a77,A
022c815a9b,B
022cad705d,A
022d3df197,A
022d5324d4,A
022d97f8e5,B
022f41761b,B
023080802c,B
023091c550,A
02316eb7df,A
023177e613,B
02317e8dec,B
0232dac2e2,B
0232fd83d4,A
023357125f,B
023433043d,B
023536908c,A
02356c7a14,A
0235b40342,A
0236ab6838,A
0237de34ef,A
023909e6db,B
023cacb5cd,B
023ce949b8,B
023d88f757,A
02403af37e,A
0240a0a260,A
024186eb5c,A
0241e32970,A
024200a9cb,B
024368d91f,A
024371a981,B
02443518c0,A
02444f9c36,A
02448b58d1,A
0245a59977,A
0245eb651c,B
0247153167,B
0247189196,A
02479611e3,B
024b74a242,B
024b863cc7,A
024bfba58c,A
024cb015a3,B
024dbaf9e1,A
024e989b2b,B
025046b760,A
0250b71497,B
02518fe95b,B
0253358b09,A
0253e16373,A
02550a7232,B
0256cf1895,B
025739813c,A
02576609b1,B
0257755302,A
0257dfb781,B
0258796d39,A
0258f33e86,A
025a20d816,B
025af13855,A
025b2b341a,A
025b6680de,A
025cfd9e5b,B
025dcced18,B
025e0c2088,A
025e153397,B
025f2f2c43,A
025fa6c97b,A
02608a3b33,A
0260b14b72,A
02611df90e,A
0261654ecc,A
02627b231a,A
0262d0e2bb,A
026318f4c1,A
02635319f7,A
0263a44908,B
0263deb63c,B
0265898912,B
02675fb106,A
0267d30222,A
02684a5239,A
0268ca524c,A
0268f5f49e,B
02694f4fab,A
0269848af1,B
0269a6ea81,A
026a0db705,A
026af1835c,A
026cac75db,B
026d1d5b7d,B
026e7fc2cc,A
02703b1e5e,A
0271d1453b,B
027222cd2b,B
0272279ac4,B
02724b922b,B
027297ea43,B
02730fc444,B
02739ad403,A
0274224cac,B
0276090b51,B
02765a76fd,A
027693fe72,A
0276bd3fc4,A
0276bfd52c,A
0278200b58,A
027bed2db4,A
027d41c1fa,B
027e516aaa,B
027e983b1e,A
027ed9c5b5,A
02846ae9f1,A
02858b38a8,A
0286e16404,A
0288a760c1,B
0289267758,B
0289c16882,B
0289cd68d1,B
028aac9dd7,B
028bb2048f,A
028be1d516,A
028bf859cc,B
028c7020bd,A
028cf36742,B
028d2f9718,A
028dcd06af,A
028e2db299,B
028f934c91,A
028fa614b1,B
028fc94052,B
0290f85cbb,A
02914accf6,A
0294bb0175,B
0294e3c04b,A
02952aa0d6,B
0296db1c69,B
02985e10e5,A
029881490c,B
029ab7b092,B
029ae8226b,A
029ba96db0,B
029bcd79de,A
029bfeabdf,B
029c786ede,A
029d3baeb7,B
029d91949b,B
029e0328f4,B
029edf0561,B
029f28064e,A
029fd25191,A
029ff8c2aa,B
02a1cf6e29,A
02a1d1a3fd,B
02a1e38801,B
02a20180a9,B
02a2745a2c,B
02a28ed258,A
02a43c0895,B
02a5c117d5,B
02a6257090,B
02a66ef778,A
02a7dffac1,A
02a9d1dc4f,B
02a9fc9b3d,A
02aa45f299,A
02aa61458b,A
02ab130e33,B
02ab70633c,B
02ab726c66,B
02abac5988,B
02ac2a1fa4,B
02ac3c219b,B
02ac535763,A
02ad01a95e,A
02ad3372c4,B
02ad473151,B
02ade14095,A
02afa1ad47,B
02aff125c5,B
02b05536d0,A
02b0e9bc28,A
02b1d088e4,B
02b2644f2b,A
02b4518547,A
02b5afded6,B
02b6bc9227,A
02b6d7028b,A
02b7568c1d,A
02b81cd09d,A
02b821bada,B
02b84c974b,A
02b881d5dd,B
02b90202db,A
02b93ad597,B
02b98df882,B
02b9ad1eac,B
02ba843f47,A
02bab6bba9,B
02bac6feb5,B
02baf2c5d9,B
02bb75be05,A
02bc88d175,B
02bcaf2744,A
02bd9c3d58,A
02be0bceab,A
02be8f30f6,A
02bea4b3f9,A
02bf53d93e,B
02bf73bebc,A
02bfb2bdf1,A
02bfde8e06,B
02c06a5efe,A
02c118449a,A
02c11e6ff7,B
02c13c0684,A
02c18b8e36,A
02c2e4bc0e,A
02c2e9450b,B
02c44f5a1e,B
02c4a8f11f,A
02c4b3e29e,B
02c78787ab,B
02c8b9008f,B
02c912120a,A
02c9c943e5,A
02cb48d3f1,B
02cbae68c2,B
02cbb42795,B
02cd7619fb,B
02cdad164b,B
02cdf4e1bb,A
02cdfffa0e,A
02ce2bd7d5,A
02cee0d088,A
02d03562b2,B
02d0ccac53,A
02d2946c3f,B
02d2948104,A
02d36c0ae0,B
02d3bf58a1,B
02d4de4f11,B
02d4f2b704,B
02d5a73552,B
02d60c7438,A
02d61e4e2b,A
02d63c7639,A
02d64407f3,A
02d6531839,B
02d658cbfa,A
02d68c70cc,A
02d6dd6389,A
02da71363e,A
02dab60e16,B
02dadcef14,B
02dbc92ac9,A
02dca65146,A
02dd872304,A
02dde1dc10,B
02de4f234c,B
02de7b9393,A
02dea82432,B
02df06ff8d,A
02df1a674a,B
02df40f8c8,B
02e072cfbb,B
02e0ab1bb1,B
02e15f6cba,B
02e7897b2e,A
02e7b85220,A
02ea0586d0,B
02ea7cb2d7,A
02ea9fb0c5,A
02eacc02e8,A
02ead1f200,B
02eaff98b2,A
02ed0ae389,B
02ed5777ac,A
02edc249e2,A
02eee5fd2b,A
02eef115b0,B
02ef105cc8,A
02efaa7e0e,B
02efe2b49a,A
02efe7637e,B
02f03f3183,B
02f121b44a,A
02f12c41ac,A
02f13cc775,B
02f1460b24,A
02f14d31b3,A
02f27e4f13,B
02f2b9788b,B
02f30fce1d,A
02f35d92dd,A
02f3d994b4,A
02f47d5a94,B
02f539e65a,A
02f5e93211,A
02f678c011,A
02f70a730b,B
02f72b17b3,B
02f7626ce3,B
02f848decc,A
02f8ef8969,B
02fa6548a5,B
02fb0bf328,B
02fb14e1e8,A
02fb87f79f,A
02fba827ce,A
02fc250458,B
02fd0cbfe5,A
02fe1e0867,A
02ff2a19a8,A
02ffed6c19,A
030016bef0,B
0300762766,A
0300bcde35,A
03019e929f,B
0301bc3b9a,B
0301dc59d3,A
030221673c,A
0302918f38,A
03029858aa,B
0302ea1639,A
030532f0b8,A
03057bf09d,B
0305985844,B
0306bcb005,B
03072ad121,A
03088c53cf,A
0308c8c4c9,B
0309b1fe47,B
030c6eeb1e,B
030c79928d,B
030cf2ed3a,B
030d7bb485,A
030daa5dec,A
030dfcc9bc,B
030fc5e007,A
030fefa6f2,B
03111103c8,B
03111150b5,B
0311d9a8fb,B
0311e30e88,A
0311eea5c1,A
0312014886,A
0312aa0936,A
03131e1a67,B
031448c0b1,B
0316b19cb5,A
03181ea396,B
031a594166,A
031aceb955,A
031b271a8e,A
031b38c347,A
031e392bb2,B
031f59e8c7,A
031fd4b9f9,B
0320498c7c,A
0322202073,A
032274f05b,B
032281c0af,B
0322b53bb0,B
032415463e,B
032425e58e,A
03246a1864,B
0327b85f99,A
03284822e5,A
0328607ec1,B
03287fe0f6,B
0328afa919,B
032e2faceb,B
032e9c404d,B
032eb8a77e,B
032ef29787,A
032f40f723,B
032f951707,A
03302cc0a8,A
033153b994,A
03321428d5,B
0334c110b3,A
0335196a46,A
033622c78e,A
03366defe8,A
033745591d,B
03379ba0ab,B
033829aa63,A
03392a14f4,B
033982024a,B
033ab20d44,A
033ad1155e,A
033b247a9a,A
033ba00dc9,B
033c281698,A
033c6ecb4f,B
033c8ee292,B
033cafcbdd,B
033d1a6312,B
033fa3927a,B
0343f1c4fe,A
034421ad0e,B
0344f1c8c7,A
03458daa32,A
034923f869,A
034b1a3973,A
034b685783,B
034b7bf76c,B
034cdb7ae9,B
034cf6a782,A
034eab9cd7,A
03508310ee,B
03518a40c7,A
035368ad7e,A
035386ee60,B
0353d383a3,B
0354250c2c,A
0356feabad,A
03589dc475,B
03591a0af0,B
035a2bf662,A
035a4d4444,B
035a74cea0,B
035aba50a3,A
035acf07a1,A
035c223f4c,B
035f517c16,B
035fc30805,B
0360dffa3c,B
0360e795f3,A
0361271f45,B
0361aa8735,B
0361c84dbf,B
0361ca7724,A
0362ac0f93,B
0362f0614f,A
03642e37a7,A
03651f01b0,A
0367805f21,A
03698843ea,B
0369e12bb8,B
036a57ad5c,A
036abb8aa9,A
036b90404f,A
036d010b19,B
036df17269,B
036eb8dbee,A
03717e07d2,B
037214dd7d,B
03724b7be7,A
0372f31271,B
03752449bc,A
0375b024be,B
0375ca92cd,A
0375ef33be,A
0376c23222,A
037701b80e,A
0377ca9ea1,A
03780a1dfe,B
0378175a92,A
0378599806,A
0378e1b753,A
037a104f70,B
037bab5601,A
037bebb965,B
037c26354d,B
037c3ff659,A
037ce3ba09,B
037d8b637e,B
037e0379cf,A
037e1bbe39,A
037f2f2830,B
037f63dfbd,B
037fd8b3c3,B
0380a81907,B
03819353cf,B
0381949e0f,A
038271d290,B
0382ccc1e0,A
03845ec5fa,B
03847c07ca,B
0384ecbdba,A
0385499abc,A
038576944a,B
0385d938cb,A
0385dc0244,B
038684c341,A
0387091753,B
03871d30ca,A
03872de46c,A
038786c0ca,A
03879e6040,B
0387be51fc,B
0388a68882,A
0389c20db6,A
0389e3cdee,A
038a08519a,B
